page_id	text	label	Pattern Category
898	You may cancel your JustFab VIP Membership at any time. There is absolutely no cancellation fee. If you would like to continue receiving selections, then just skip the month by clicking Skip This Month in your Boutique between the 1st and the 5th of the month. You won't be charged and no member credit will be generated for you. If you no longer want to skip the month, then call our Fashion Consultants on 020 36953830 (local rate) Mon-Fri 8:00AM to 8:00PM and Sat-Sun 10:00AM to 6:00PM or cancel your membership via chat.	1	Obstruction
1265	Only 498 left	1	Scarcity
638	Cooper Remotes	0	Not Dark Pattern
206	Over 38 bought	1	Social Proof
1630	 Mitre Saws 	0	Not Dark Pattern
827	Christian Dior	0	Not Dark Pattern
117	Share this product	0	Not Dark Pattern
1630	 Space Heaters & Workshop Heaters 	0	Not Dark Pattern
1240	Hurry! Only a few of these left	1	Scarcity
1646	Only 2 Left!	1	Scarcity
1466	Animals & Action Figures	0	Not Dark Pattern
1563	only 2 left	1	Scarcity
1273	Only 1 Item Left!	1	Scarcity
695	HAUTELOOK 04:53	1	Urgency
1160	Only 1 item left	1	Scarcity
1367	 WANNA COLLAB? 	0	Not Dark Pattern
1736	 PopTop Refine by Product Type: PopTop 	0	Not Dark Pattern
981	* Limited Time Offer *\nFREE\nTLPWR1 Test Leads!	1	Urgency
767	Earn FanCash on all purchases!	0	Not Dark Pattern
1468	Bob's Outreach 	0	Not Dark Pattern
1658	Cleaning Brushes & Tools	0	Not Dark Pattern
1648	Sunwayfoto	0	Not Dark Pattern
39	85 have it in their cart	1	Social Proof
883	If you wish to cancel your subscription, you can email us at getflat@flattummyco.com	1	Obstruction
417	No thanks. I'd rather pay full price.	1	Misdirection
1479	Only 3 pieces in stock!	1	Scarcity
1079	ONLY 3 LEFT IN STOCK.	1	Scarcity
1446	Free Embroidery Patterns	0	Not Dark Pattern
1469	Mixing & Measuring	0	Not Dark Pattern
885	Members may cancel their Membership at any time during their Membership term and receive a full refund, less any benefits/savings received in their current Membership term (for example, Buyer’s Club Discounts received or free shipping). Refunds for completed years completed will not be made, even if the Member did not use any of the benefits during the Membership term. To cancel your membership, please contact our customer service department by contacting us at 1-800-375-3006.	1	Obstruction
1759	To qualify, simply verify your status during checkout on the payment step. We verify through ID.me, our trusted technology partner for secure digital identity verification. 	0	Not Dark Pattern
450	no thanks, I'll save money another day	1	Misdirection
257	Shopper from Saint John, NB viewed Lenovo ThinkCentre M710t 10M9000RUS Desktop Computer 3 minutes ago!	1	Social Proof
1409	Only 2 Left In Stock	1	Scarcity
361	 Best-Selling Products 	0	Not Dark Pattern
1028	LIMITED TIME ONLY!	1	Urgency
1293	 Subscribe! Don’t be caught empty handed 	0	Not Dark Pattern
246	 Add to Cart 	0	Not Dark Pattern
990	Now 30% off - hurry, limited time offer!	1	Urgency
1541	The requested page could not be found	0	Not Dark Pattern
1468	 View In Your Room 	0	Not Dark Pattern
1174	 EVO SP All EVO SP parts and accessories 	0	Not Dark Pattern
1434	 Circa Punches 	0	Not Dark Pattern
752	 Riding Culture Neue Lifestyle-Marke bei motoin 	0	Not Dark Pattern
667	Ericdress Long Sleeve Mesh Off Shoulder Summer Dress	0	Not Dark Pattern
1351	Green Tea is made up of properties that have been known to increase caloric expenditure as well as the metabolism of fat	0	Not Dark Pattern
350	COLLEGIATE	0	Not Dark Pattern
1653	Sparkling Elegance	0	Not Dark Pattern
287	To add to Wishlist, please register or sign in.	0	Not Dark Pattern
1110	HURRY! Only a few left in stock!	1	Scarcity
216	 New In Lunch Boxes 	0	Not Dark Pattern
1446	 Cayman Islands USD	0	Not Dark Pattern
318	No Thanks, I rather pay full price	1	Misdirection
264	 View All Shoes 	0	Not Dark Pattern
152	Someone from Airdrie & 10820 others bought this item recently.	1	Social Proof
1330	Rachel Comey	0	Not Dark Pattern
204	52 people are looking at this right now.	1	Social Proof
845	1 day 08:15:25	1	Urgency
173	estiven in Deer Park, United States purchased PreWash™ 4 oz	1	Social Proof
833	Delivery & Offers Terms	0	Not Dark Pattern
106	Oscar from Cajamarca, Peru purchased	1	Social Proof
353	 New Arrivals	0	Not Dark Pattern
569	 Buy Tablets 	0	Not Dark Pattern
1573	Only 3 Left	1	Scarcity
69	Present your Fave voucher (it's in the Purchases tab under My Fave) at the outlet.	0	Not Dark Pattern
1393	ONLY 1 REMAINING	1	Scarcity
1648	Point & Shoots	0	Not Dark Pattern
190	Already have an account?	0	Not Dark Pattern
568	 Mystic Topaz: Rings, Earrings, Necklaces and Bracelets 	0	Not Dark Pattern
1719	Necessary Protection..	1	Misdirection
530	Joybird Design House	0	Not Dark Pattern
1158	What is a cookie?	0	Not Dark Pattern
301	Someone in Spain purchased	1	Social Proof
1599	LIMITED QUANTITY	1	Scarcity
527	View All Tops	0	Not Dark Pattern
585	02:06:40 left to buy	1	Urgency
87	Limited Edition Honeycomb Necklace (Bee Inspired) Someone purchased a Limited Edition Honeycomb Necklace (Bee Inspired)	1	Social Proof
415	NO THANKS, I'll PAY FULL PRICE	1	Misdirection
249	13 people have added this to their cart	1	Social Proof
1550	Panther Anole	0	Not Dark Pattern
1369	Last chance! Only 1 left	1	Scarcity
767	AccessoriesCar AccessoriesDressesFootwearHome & OfficeJacketsLawn & OutdoorsPantsPolosShirts & SweatersShortsSleepwear & UnderwearSwim CollectionTailgatingSale Items- View All -	0	Not Dark Pattern
1056	Pay weekly 	0	Not Dark Pattern
910	YOU MAY CANCEL YOUR WINE CLUB MEMBERSHIP OR ANY HOLIDAY SHIPMENTS AT ANY TIME BY CONTACTING US AT 1-877-975-9463, AND WE WILL PROMPTLY STOP PROCESSING THE RECURRING PAYMENTS.	1	Obstruction
113	I have green eyes and with these bright green contacts makes my eyes look out of this world amazing. I love them and they have lasted months!!	0	Not Dark Pattern
1005	Sale ends soon:	1	Urgency
1260	Only 16531 items left in stock!	1	Scarcity
1731	Want a special deal? Bundle and SAVE UPTO30%	1	Misdirection
94	4 people have purchased this item	1	Social Proof
1673	BABY BOYSShoesClothingAccessories	0	Not Dark Pattern
158	NEED ADDITIONAL HELP?	0	Not Dark Pattern
1423	These cookies are necessary for the website to function and cannot be switched off in our system. These cookies are usually only set in response to actions made by you which include a request for services, such as setting your privacy preferences or logging into your account.	0	Not Dark Pattern
1231	Only 3 Left!	1	Scarcity
527	High-Waisted Shorts	0	Not Dark Pattern
1405	 Sign In / Join 	0	Not Dark Pattern
1663	We only have few stocks left for this product. Please don't miss the chance.	1	Scarcity
765	Click here to use our website with more accessibility support, for example screen readers	0	Not Dark Pattern
505	Your order is reserved for 09:35 minutes!	1	Urgency
1041	LIMITED TIME ONLY *on select models	1	Urgency
1446	 Mixed Media 	0	Not Dark Pattern
671	BE QUICK 00:57:33 DON'T MISS OUT	1	Urgency
216	New In 	0	Not Dark Pattern
1451	Remove selected car filter	0	Not Dark Pattern
792	35% OFF EVERYTHING* EXCL SALE & BEAUTY ENTER: DOLL35 - HURRY! ENDS IN  16H 59M 06S	1	Urgency
1609	Shipping and Duties	0	Not Dark Pattern
1139	Order by these dates to get it by Valentine's Day.*	0	Not Dark Pattern
767	NFL Enterprises LLC. All Rights Reserved.	0	Not Dark Pattern
1787	LOGIN/REGISTER	1	Misdirection
561	00Days17Hours12Mins13Secs	1	Urgency
1315	 Women's Bags 	0	Not Dark Pattern
1403	We're sorry, this store is closed.	0	Not Dark Pattern
145	3 people are looking at this item right now	1	Social Proof
17	Someone from Menlo Park, California just purchased Electric Skateboard Motor 6374 190KV.	1	Social Proof
858	Hurry, Limited Time Offer! 11:25	1	Urgency
1328	 Search Close 	0	Not Dark Pattern
1667	touching, funny and romantic	0	Not Dark Pattern
1789	We'd like to keep you informed via email about product updates, upgrades, special offers and pricing. If you do not wish to be contacted via email, please ensure that the box is not checked.	1	Misdirection
1234	Only 2 stock available	1	Scarcity
1229	Hurry! Only 3 Left In Stock.	1	Scarcity
926	◊After 1 year, subscription auto renews with fee. Review your iFit® Coach account on a computer, tablet, smartphone, or equipment console.	1	Sneaking
189	 Sorry, we could not process your request at the moment. Please try again in a few minutes. 	0	Not Dark Pattern
1446	 Jersey GBP	0	Not Dark Pattern
740	My Account 	0	Not Dark Pattern
404	No Thanks, I Don't Want a Discount	1	Misdirection
1466	Hair Grooming Appliances	0	Not Dark Pattern
925	WOULD YOU LIKE A FREE NEXT DIRECTORY? Explore all the latest collections from your free Next Directory. By opting in to receive the Next Directory you agree that we may send you, at our discretion, further Directories usually in January and July each year, at a charge of £3.75 per publication. You also agree to receive supplementary Directories and ‘New In’ publications at no additional charge.	1	Sneaking
1009	Pedal Refresh Kit - Doubleshot	0	Not Dark Pattern
401	I'd rather pay full price	1	Misdirection
597	Hurry up! Sales Ends in DAYS HRS MINS SECS by Beeketing 	1	Urgency
1163	Only 8 items left in stock!	1	Scarcity
1125	ONLY 1 LEFT IN STOCK!	1	Scarcity
1743	Subscribe & Save (15%): $ 16.99	1	Misdirection
1536	Shop Plus Shorts by Pattern	0	Not Dark Pattern
1044	 Dry Direct Incontinence Personal Care Daily Living Safety Bedroom Nutrition Mobility Lift Aids Medical Supplies Plus Size 	0	Not Dark Pattern
638	Clarity Remotes	0	Not Dark Pattern
1648	Summary	0	Not Dark Pattern
1405	 Limited Edition Colors 	0	Not Dark Pattern
1736	For instance, we use cookies allowing us to remember information provided by the users from a page to another, choices made by users and information provided by users (name, language preference, country of residence…). In particular, we use the following functional cookies: 	0	Not Dark Pattern
1035	FRAMON #2 Code Machine Offer - Limited time offer!	1	Urgency
1536	Jewelry and Watches	0	Not Dark Pattern
1109	Limited stock!	1	Scarcity
1433	Hurry! Only 2 left in stock!	1	Scarcity
1451	*	0	Not Dark Pattern
1015	SLEEP EVENT OFFERS - LIMITED TIME ONLY	1	Urgency
1604	This chart should be used as a guide only. Due to each manufacturer’s size scale inconsistencies may occur.	0	Not Dark Pattern
1626	Only 1 left in Stock!	1	Scarcity
198	Competitions	0	Not Dark Pattern
1328	 Shop All Men's Boots 	0	Not Dark Pattern
179	Expand My eBay	0	Not Dark Pattern
283	Oliver in Rotterdam, Netherlands purchased a England Away Soccer Shorts 2018 About 9 hours ago	1	Social Proof
822	Jumpers, Shirts & T-Shirts	0	Not Dark Pattern
395	Media Players	0	Not Dark Pattern
1295	Only 3 left In Stock	1	Scarcity
920	Father's Day Gifts	0	Not Dark Pattern
931	Enjoy FREE shipping with WSJwine Advantage	1	Sneaking
1390	only 2 left!	1	Scarcity
1372	Only 1 in stock	1	Scarcity
1377	Only 8 item(s) left.	1	Scarcity
616	Spring Sale Extended	1	Urgency
347	No, I don't want a discount	1	Misdirection
421	No thanks, I don't want the free gift.	1	Misdirection
1044	Extra Soft Cleansing Wipes	0	Not Dark Pattern
1373	Men's Accessories 	0	Not Dark Pattern
280	jennifer just bought Rainbow Moonstone Healing Heartabout 6 hours ago	1	Social Proof
1051	SAVE $300.00\nfor limited time	1	Urgency
787	Enter Catalog/Email Code	0	Not Dark Pattern
466	[NO THANKS, I'LL JUST WALK]	1	Misdirection
638	Yaris Remotes	0	Not Dark Pattern
1513	Currently 8 left in stock.	1	Scarcity
340	NO, I DON'T FEEL LUCKY	1	Misdirection
1457	Currently less than 10 available	1	Scarcity
998	Ends Sunday! $200 off any mattress . free shipping & free returns!	1	Urgency
247	Stay on Next.co.uk	0	Not Dark Pattern
1206	Only 8 left!	1	Scarcity
1213	Only 1 items left in stock!	1	Scarcity
1469	___	0	Not Dark Pattern
1381	View All Home Accessories	0	Not Dark Pattern
568	Healing Crystals are natural beings just like the trees, mountain or flowers. The result of diverse chemical reactions inside the earth over a millennium, gemstones are a true wonder of nature. When you touch a healing crystal, there is a transfer of heat and energy that leads to activation of chakra points. These therapeutic powers noticed in the presence of gemstones are the reason they are called healing crystals. With some crystals as old as the earth, there is immense wisdom in crystal use.	0	Not Dark Pattern
1446	How to cast on	0	Not Dark Pattern
1550	Tree Frog Terrariums	0	Not Dark Pattern
174	9 people are currently viewing this product	1	Social Proof
1623	ONLY 1 WATCH LEFT	1	Scarcity
293	2+ people just viewed this product	1	Social Proof
1583	94% offers claimed. Hurry up!	1	Scarcity
435	I'D RATHER PAY FULL PRICE	1	Misdirection
747	KidsAuthentic	0	Not Dark Pattern
1706	*** Get 50% Off Your 2nd Case OR a Canopy Screen Protector *** A 50% OFF discount will be automatically applied to the lowest priced item in your cart when you check out with more than one item! (excludes Clearance items) Click to Choose Another Item	1	Misdirection
850	Country (Optional)	0	Not Dark Pattern
230	Hair treatments	0	Not Dark Pattern
1736	Product Recycling	0	Not Dark Pattern
1772	Purchase protection added	1	Sneaking
1432	Only 6 items left	1	Scarcity
313	39 people have this in their cart	1	Social Proof
113	 Sunflower 	0	Not Dark Pattern
1177	23% left in stock!	1	Scarcity
1573	Gold Collection	0	Not Dark Pattern
1592	In Stock. Only 1 Left!	1	Scarcity
1146	Status:Only 3 left in stock	1	Scarcity
396	No thanks - I don't want to save money	1	Misdirection
1723	Amazing service and quality! Lee up the excellent work.	0	Not Dark Pattern
513	Today's sale ends in: 00hours:57min:19sec	1	Urgency
1128	ONLY 7 LEFT!	1	Scarcity
1333	Business, Office & Industrial	0	Not Dark Pattern
1330	My Story	0	Not Dark Pattern
134	8 people are looking at this artwork	1	Social Proof
1351	 Coffee 	0	Not Dark Pattern
1723	Add on something to make it extra special!	1	Misdirection
1056	 Take time to pay.	0	Not Dark Pattern
808	OFFER ENDS 00:54:59	1	Urgency
1734	Other Items On Special Offer:	1	Misdirection
882	You may change the items in your order, or cancel the Smartship at anytime, up until 3 days prior to the scheduled ship date of your Smartship by calling Customer Service at 1-800-518-0284.	1	Obstruction
993	LIMITED TIME SALE	1	Urgency
428	NO THANKS, I DON'T WANT TO SAVE	1	Misdirection
414	Authenticity Guaranteed	0	Not Dark Pattern
117	 GeekVape Pursue a Healthy Vaping Experience 	0	Not Dark Pattern
1679	320 items left	1	Scarcity
1340	HURRY! 3 left in stock!	1	Scarcity
158	Nectar	0	Not Dark Pattern
1451	 My Project Lists 	0	Not Dark Pattern
300	Adjustable Cuffs With Inner Knitted Cuff	0	Not Dark Pattern
638	Tribeca Remotes	0	Not Dark Pattern
1158	Brand 	0	Not Dark Pattern
879	I would like to join Backstage Pass & agree to the Terms & Conditions & to receive emails & other promotional offers.	1	Forced Action
1044	The Dry Direct Ultimate is a great product, the best we have found. Customer service is very efficient, and deliveries have always been on time. We are very satisfied with Parentgiving in all aspects.	0	Not Dark Pattern
1649	(ONLY 1 LEFT IN THIS SIZE!)	1	Scarcity
1627	Only 65 Items Left.	1	Scarcity
1270	Only 3 left in stock.	1	Scarcity
459	I Don't Like to Save Money	1	Misdirection
1350	In Stock, Only 1 Left!	1	Scarcity
113	Really good quality contacts and they work well on my eyes. Would definitely order again!!!!	0	Not Dark Pattern
596	Explosive Offers! 80% Off Everything 07:25:41	1	Urgency
822	Warne Mounts	0	Not Dark Pattern
1736	Report a Fake Product	0	Not Dark Pattern
1026	 Shop All NFL 	0	Not Dark Pattern
1446	Tapestry Guide	0	Not Dark Pattern
1300	Only 4 left	1	Scarcity
790	I absolutely loved it! It made everyone laugh and my desk gets an obscene amount of compliments for it. The quality is superb! I am now definitely going to be a loyal shopper at PosterGully	0	Not Dark Pattern
1459	Decades Shop	0	Not Dark Pattern
369	I'LL PAY FULL PRICE	1	Misdirection
1241	gifts for wife	0	Not Dark Pattern
1246	Hurry only 1 left!	1	Scarcity
1345	Only 8 item(s) left	1	Scarcity
382	No thanks, I’d rather not win.	1	Misdirection
1387	LOW IN STOCK, only 2 left	1	Scarcity
1192	74% offers claimed. Hurry up!	1	Scarcity
1536	Color Block	0	Not Dark Pattern
357	I'd rather not save	1	Misdirection
1446	Only 2 left in stock!	1	Scarcity
1351	You have no items in your basket.	0	Not Dark Pattern
362	no thanks, I hate fun & games	1	Misdirection
529	00 Days 02 Hrs 26 Mins 12 Sec Sale Ends Once The Timer Hits Zero!	1	Urgency
811	Soft Flexible (Classic) 	0	Not Dark Pattern
306	Glasses and Goggles	0	Not Dark Pattern
1044	 Zero Gravity Lift Chairs 	0	Not Dark Pattern
80	Bobby in Decatur, United States just purchased	1	Social Proof
112	tuvia eisenberg Systematics in Tel Aviv, Israel purchased a	1	Social Proof
683	Your Cart Will Expire In 09:58 minutes!Please note that these items may not be available again if you release them.	1	Urgency
1446	All Cross Stitch Patterns	0	Not Dark Pattern
1330	 Year of Ours 	0	Not Dark Pattern
1658	Gear Up	0	Not Dark Pattern
883	Weight Management Shakes help cut cals, control appetite, and drop LBS.* Learn more about Weight Management Shakes.	0	Not Dark Pattern
1330	Tretorn	0	Not Dark Pattern
907	 Loyalty Points 	0	Not Dark Pattern
919	 How to Recycle 	0	Not Dark Pattern
353	 Color Yellow Smoke Blue Pink Orange	0	Not Dark Pattern
849	SAVE 10% On All Orders. No Voucher Code Needed Expires in 18:07:59.	1	Urgency
1469	Art & Crafting Tools	0	Not Dark Pattern
291	One customer bought this article in the last 53 min.	1	Social Proof
4	 Highlight Hover 	0	Not Dark Pattern
1044	 Disposable Washcloths 	0	Not Dark Pattern
1051	Accuscreens	0	Not Dark Pattern
1197	 Jumpers + Sweaters 	0	Not Dark Pattern
113	 Contact Lens Washer 	0	Not Dark Pattern
1173	Only 9 Left!	1	Scarcity
1327	Hurry! Only 2 left!	1	Scarcity
18	2 people are looking at this listing now	1	Social Proof
1488	Every Purchase Helps Your NRA:	0	Not Dark Pattern
1175	1 left at this price	1	Scarcity
1051	 BACK TO TOP 	0	Not Dark Pattern
1421	ONLY 12.5M LEFT IN STOCK!	1	Scarcity
1732	Protect Your Gear	1	Misdirection
1013	 Outdoor Recreation 	0	Not Dark Pattern
230	Allow All	0	Not Dark Pattern
108	We are currently accepting and processing orders from following:	0	Not Dark Pattern
1013	What could have caused this?	0	Not Dark Pattern
191	210+ bought	1	Social Proof
457	No thanks, I'm not interested in saving money.	1	Misdirection
1367	 SHIPPING INFO 	0	Not Dark Pattern
230	Plus, get free shipping on your first order!	0	Not Dark Pattern
638	BMW Remotes	0	Not Dark Pattern
1759	All You™	0	Not Dark Pattern
292	Someone in Mount Louisa bought a Coleman Folding Table & Bench Set 2 minutes ago	1	Social Proof
622	 Summer Casual Printed Short Sleeve T-Shirt 	0	Not Dark Pattern
1488	 Join NRA or Renew	0	Not Dark Pattern
1708	Don't forget the essentials Get up to 2 years of accidental damage coverage with AppleCare+.	1	Misdirection
103	Know exactly what’s going on at home and be alerted of emergencies in real time. 	0	Not Dark Pattern
638	Become an Affiliate	0	Not Dark Pattern
1810	Competitor Price: $172.00	1	Misdirection
438	No thanks, I'd rather pay more	1	Misdirection
1151	6 items left! Order soon.	1	Scarcity
811	Sports 	0	Not Dark Pattern
1582	ONLY 20 LEFT IN STOCK	1	Scarcity
414	Immunity & Well BeingLean Muscle MassWeight LossBulk GainStress & Relaxation	0	Not Dark Pattern
1604	By Brand All Men's Brands 	0	Not Dark Pattern
1673	Customer Feedback	0	Not Dark Pattern
1013	 Read the FAQ 	0	Not Dark Pattern
1232	ONLY 1 LEFT	1	Scarcity
364	No thanks, I don't want 15% off	1	Misdirection
680	The presence of flowers is enough to make any occasion or moment truly a memorable affair. Flowers can make an ordinary room extremely beautiful. Flowers are widely used in decorations, as gifts, or even as ornaments on various dresses. People can explore a variety of fresh vibrant flowers such as roses, tulips, orchids, carnations, sunflowers, chrysanthemums and a lot more through the help of our online gifting store. All these beautiful flowers will be delivered at your desired destination in blooming condition only. With an unmatched beauty and fragrance, these gorgeous and lovely flowers can easily mesmerise any individual in an effortless manner.	0	Not Dark Pattern
307	Ashley in Auburn, United States purchased a Check Plz iPhone X/Xs Case about 24 minutes ago	1	Social Proof
193	99 people are looking at this right now	1	Social Proof
237	Someone from South Gate, California just purchased the Admiral JR / Spektrum Servo Connector Plug Set (Male and Female - 2 Pairs)	1	Social Proof
398	Medium GreyLogan T-Shirt Jersey Comforter and Sham Set	0	Not Dark Pattern
680	 All Birthday Gifts 	0	Not Dark Pattern
1609	Rainbow Li	0	Not Dark Pattern
1466	• Recommended to be used with Downy for better long lasting freshness 	0	Not Dark Pattern
1575	cookie host	0	Not Dark Pattern
1487	Only 4 left!	1	Scarcity
1461	Almost Sold Out! Only 2 Left.	1	Scarcity
287	Pay With:	0	Not Dark Pattern
623	Days left until the offer ends: 00 Days 04:43:35	1	Urgency
1158	 Data Processor Privacy Policy: https://videoly.co/privacy-policy 	0	Not Dark Pattern
1604	 School Shoes	0	Not Dark Pattern
622	 V-neck Casual Loose Embroidered Short Sleeve Blouse 	0	Not Dark Pattern
1799	Spin to unlock your mystery offer	1	Misdirection
1423	Only 2 items left in stock.	1	Scarcity
135	104 people viewed this product recently!	1	Social Proof
306	Material: Made with Cordura fabric	0	Not Dark Pattern
270	Armin Dinovic bought 10M Runescape 3 Gold Order total: 3,70€ About 10 seconds ago	1	Social Proof
209	Recent searches	0	Not Dark Pattern
1730	Gorgeous, lasting high-quality hair color—crafted in Italy.	0	Not Dark Pattern
1407	Only A Few Left	1	Scarcity
569	 Apple iPhone X » 	0	Not Dark Pattern
16	Rebecca in Buffalo just bought Sateen Twill Swatchabout 1 hour ago	1	Social Proof
1428	Certified Face Masks	0	Not Dark Pattern
1736	 Price Low To High 	0	Not Dark Pattern
1456	1 in stock	1	Scarcity
40	Leah Rich in Louisville, United States purchased a	1	Social Proof
1536	Home + Tech Almost Gone	0	Not Dark Pattern
1066	SAVE TODAY: Save 20% on lighting by Le Klint. Limited time only.	1	Urgency
1578	Only 3 Left! Get it before it`s gone!	1	Scarcity
473	No thanks, I'll be the last to know.	1	Misdirection
1694	Hurry Up ! Just 2 Items Left in stock	1	Scarcity
1653	Toe Ring	0	Not Dark Pattern
1009	Women's Acid Wash Scoopneck Sweater	0	Not Dark Pattern
248	62 people have looked at this item in the last few hours.	1	Social Proof
1536	Boys Grey School Uniforms	0	Not Dark Pattern
124	8 customers have bought today	1	Social Proof
287	My Reviews	0	Not Dark Pattern
1259	Last 1 in stock	1	Scarcity
1293	Skin Concerns	0	Not Dark Pattern
1087	Only 1 left!	1	Scarcity
1383	Only a few left	1	Scarcity
527	Romper Swimwear	0	Not Dark Pattern
1468	 View All Mattress Accessories 	0	Not Dark Pattern
1139	The page you were looking for doesn't exist.	0	Not Dark Pattern
724	A very fun outfit for a less formal event like a sangeet! Husband said the bell bottom type pants were fun to dance in :)	0	Not Dark Pattern
1013	 Chair Accessories 	0	Not Dark Pattern
458	No Thanks, I'll let this offer sail away	1	Misdirection
991	Stay in the Know	0	Not Dark Pattern
622	 V-neck Casual Loose Vintage Print Short Sleeve T-shirt 	0	Not Dark Pattern
1664	Limited stock available	1	Scarcity
108	Thank you for posting a question!	0	Not Dark Pattern
628	Installation InstructionsPolicies & Terms of UseFinancingSite Map	0	Not Dark Pattern
350	Golf Shop	0	Not Dark Pattern
680	 Plastic 	0	Not Dark Pattern
1009	Synthesis XCT Alloy Front Wheel	0	Not Dark Pattern
917	Hugs and Kisses Rose Bouquet $44.99 Discount -$6.75 Delivery $13.99 Tax $3.46 Item Total $55.69	1	Sneaking
1536	Shop Tops by Pattern	0	Not Dark Pattern
1536	Striped Tops	0	Not Dark Pattern
247	My AccountSign-in to your account	0	Not Dark Pattern
498	Due To HIGH Demand, Cart Expires In: 08:41	1	Urgency
1195	ONLY 3 LEFT! GET IT NOW!	1	Scarcity
136	5 people are looking at this product right now	1	Social Proof
833	 Get The Look The Full Story Shop Now Read More 	0	Not Dark Pattern
4	Don’t worry. We’ve got your back.	0	Not Dark Pattern
543	Hurry up! Discount Ends in DAYS HRS MINS SECS	1	Urgency
947	Extremely high demand: expect 2-4 weeks for it to arrive (to be safe). Limit 4 per person!	1	Scarcity
1373	 C.P. Company 	0	Not Dark Pattern
75	In other users' carts 59	1	Social Proof
1330	Nicholas Kirkwood	0	Not Dark Pattern
1759	Aids mental processing†	0	Not Dark Pattern
218	Awhi from Hicks Bay, Gisborne, New Zealand just bought	1	Social Proof
1434	 Crossbody & Belt Bags 	0	Not Dark Pattern
776	clear text 	0	Not Dark Pattern
143	24 people currently interested	1	Social Proof
179	 Worldwide 	0	Not Dark Pattern
894	IF YOU PARTICIPATE IN AN AUTOMATIC RENEWAL SUBSCRIPTION AND YOU HAVE PROVIDED US WITH A VALID CREDIT CARD NUMBER OR AN ALTERNATE PAYMENT METHOD, EACH SHIPMENT WILL BE AUTOMATICALLY PROCESSED AT THE TIME OF EACH SHIPMENT OR INSTALLMENT AND WILL BE BILLED TO THE PAYMENT METHOD YOU PROVIDED TO US AT THE TIME OF YOUR INITIAL PURCHASE AND AGREEMENT TO PARTICIPATE IN THE PROGRAM. IF YOU WISH TO CANCEL YOUR PARTICIPATION IN AN AUTOMATIC RENEWAL SUBSCRIPTION, YOU MAY DO SO AT ANY TIME BY CONTACTING A CUSTOMER CARE PROFESSIONAL AT THE CONTACT INFORMATION PROVIDED ON THE WEBSITE.	1	Obstruction
272	AboutOur StoryOur MissionOur ProductsIn the News	0	Not Dark Pattern
76	5 Viewing This Product	1	Social Proof
131	23 People viewing this product	1	Social Proof
533	Activate within 0:30:00	1	Urgency
1469	Concrete Tools	0	Not Dark Pattern
1451	Transmission and Driveline	0	Not Dark Pattern
57	James in Cashion, Oklahoma just bought Glossy Black Brick Geode / Amber Gradient Fast Lanes	1	Social Proof
234	Fast Mover: 35 PEOPLE added this to cart today!	1	Social Proof
1317	Metal - Brass , hollow from inside 	0	Not Dark Pattern
412	No thank you, I prefer to pay full price	1	Misdirection
1026	 to read up about	0	Not Dark Pattern
664	• State-by-State Restrictions	0	Not Dark Pattern
147	DON'T LET 'EM GET AWAY Several people have recently viewed this item.	1	Social Proof
436	No thanks. I prefer paying full price.	1	Misdirection
10	Crystal Li in Flushing, United States purchased a	1	Social Proof
1416	Only 5 Left in Stock. Buy Soon!	1	Scarcity
1044	 PG Picks: Skin Care for Incontinence 	0	Not Dark Pattern
245	Carl F. from Fort Ann, NY bought a King	1	Social Proof
302	137 users are currently active on our website	1	Social Proof
822	Reloading Tools	0	Not Dark Pattern
139	Edwin in Woodland Park, NJ just bought	1	Social Proof
638	Returns / Warranty	0	Not Dark Pattern
1136	83% offers claimed. Hurry up!	1	Scarcity
1289	Loading	0	Not Dark Pattern
1488	Institute for Legislative Action	0	Not Dark Pattern
1588	Clearance! Only 4 left in stock.	1	Scarcity
1333	from Korea, South	0	Not Dark Pattern
180	Jeremy in Stockton, United States purchased a	1	Social Proof
1550	Only 4 Left!	1	Scarcity
1317	 Alchemy Books 	0	Not Dark Pattern
627	When you visit any website, it may store or retrieve information on your browser, mostly in the form of cookies. This information might be about you, your preferences or your device and is mostly used to make the site work as you expect it to. The information does not usually directly identify you, but it can give you a more personalized web experience. Because we respect your right to privacy, you can choose not to allow some types of cookies. Click on the different category headings to find out more and change our default settings. However, blocking some types of cookies may impact your experience of the site and the services we are able to offer. 	0	Not Dark Pattern
1336	Only 1 products left	1	Scarcity
1248	1 left in stock	1	Scarcity
89	🔥 9 people are viewing this.	1	Social Proof
266	715 people have added this item to cart	1	Social Proof
1736	 Black / White Refine by Color: Black / White 	0	Not Dark Pattern
1673	Call It Spring	0	Not Dark Pattern
1469	Bathroom Basins	0	Not Dark Pattern
103	Infrared Night Vision	0	Not Dark Pattern
680	Download mobile app	0	Not Dark Pattern
353	 Write a reviewAsk a question	0	Not Dark Pattern
497	00DAYS02HRS14MINS1211SEC	1	Urgency
133	RegionBracket Right	0	Not Dark Pattern
638	Boxster Remotes	0	Not Dark Pattern
122	24 people have purchased this wine today	1	Social Proof
1667	Rare Book Conditions 	0	Not Dark Pattern
1610	Hurry! Less than 10 left!	1	Scarcity
397	I DON'T LIKE FREE GIFTS, NO THANKS	1	Misdirection
754	We don't give out your details to third parties.	0	Not Dark Pattern
1499	Short Sleeve T-Shirts 	0	Not Dark Pattern
1696	ONLY 13 LEFT	1	Scarcity
